"FREQUENC","GEO","UNIT","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"Never or not in the last 12 months","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","10.8",""
"Never or not in the last 12 months","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","11.9",""
"Never or not in the last 12 months","Portugal","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","18.9",""
"Never or not in the last 12 months","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","38.4",""
"Never or not in the last 12 months","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","37.7",""
"Never or not in the last 12 months","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","37.5",""
"Never or not in the last 12 months","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","38.4",""
"Never or not in the last 12 months","Portugal","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","57.5",""
"Never or not in the last 12 months","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","55.2",""
"Never or not in the last 12 months","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","18.7",""
"Never or not in the last 12 months","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","16.4",""
"Never or not in the last 12 months","Romania","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","18.7",""
"Never or not in the last 12 months","Romania","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","35.9",""
"Never or not in the last 12 months","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","72.1",""
"Never or not in the last 12 months","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","49.5",""
"Never or not in the last 12 months","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","46.6",""
"Never or not in the last 12 months","Romania","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","49.9",""
"Never or not in the last 12 months","Romania","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","70.9",""
"Never or not in the last 12 months","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","19.0",""
"Never or not in the last 12 months","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","13.2",""
"Never or not in the last 12 months","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","15.8",""
"Never or not in the last 12 months","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","17.6",""
"Never or not in the last 12 months","Slovenia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","22.1",""
"Never or not in the last 12 months","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","25.3",""
"Never or not in the last 12 months","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","21.0",""
"Never or not in the last 12 months","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","23.1",""
"Never or not in the last 12 months","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","32.0",""
"Never or not in the last 12 months","Slovenia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","38.1",""
"Never or not in the last 12 months","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","29.7",""
"Never or not in the last 12 months","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","13.9",""
"Never or not in the last 12 months","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","12.6",""
"Never or not in the last 12 months","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","15.6",""
"Never or not in the last 12 months","Slovakia","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","29.3",""
"Never or not in the last 12 months","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","42.7",""
"Never or not in the last 12 months","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","28.6",""
"Never or not in the last 12 months","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","26.7",""
"Never or not in the last 12 months","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","34.1",""
"Never or not in the last 12 months","Slovakia","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","57.2",""
"Never or not in the last 12 months","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","20.9",""
"Never or not in the last 12 months","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","9.4",""
"Never or not in the last 12 months","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","10.6",""
"Never or not in the last 12 months","Finland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","8.4",""
"Never or not in the last 12 months","Finland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","21.2",""
"Never or not in the last 12 months","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","21.7",""
"Never or not in the last 12 months","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","10.1",""
"Never or not in the last 12 months","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","7.0",""
"Never or not in the last 12 months","Finland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","11.0",""
"Never or not in the last 12 months","Finland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","32.3",""
"Never or not in the last 12 months","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","35.4",""
"Never or not in the last 12 months","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","10.8",""
"Never or not in the last 12 months","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","7.8",""
"Never or not in the last 12 months","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","10.2",""
"Never or not in the last 12 months","Sweden","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","17.0",""
"Never or not in the last 12 months","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","36.6",""
"Never or not in the last 12 months","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","19.4",""
"Never or not in the last 12 months","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","13.7",""
"Never or not in the last 12 months","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","13.2",""
"Never or not in the last 12 months","Sweden","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","25.6",""
"Never or not in the last 12 months","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","23.7",""
"Never or not in the last 12 months","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","9.7",""
"Never or not in the last 12 months","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","12.8",""
"Never or not in the last 12 months","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","10.5",""
"Never or not in the last 12 months","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","13.9",""
"Never or not in the last 12 months","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","22.2",""
"Never or not in the last 12 months","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","19.4",""
"Never or not in the last 12 months","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","16.8",""
"Never or not in the last 12 months","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","15.4",""
"Never or not in the last 12 months","United Kingdom","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","26.3",""
"Never or not in the last 12 months","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","37.9",""
"Never or not in the last 12 months","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","8.0",""
"Never or not in the last 12 months","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","12.7",""
"Never or not in the last 12 months","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","11.3",""
"Never or not in the last 12 months","Iceland","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","26.6",""
"Never or not in the last 12 months","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","31.1",""
"Never or not in the last 12 months","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","5.9",""
"Never or not in the last 12 months","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","10.3",""
"Never or not in the last 12 months","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","15.8",""
"Never or not in the last 12 months","Iceland","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","37.6",""
"Never or not in the last 12 months","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","26.0",""
"Never or not in the last 12 months","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","11.3",""
"Never or not in the last 12 months","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","12.4",""
"Never or not in the last 12 months","Norway","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","9.7",""
"Never or not in the last 12 months","Norway","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","22.6",""
"Never or not in the last 12 months","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","25.1",""
"Never or not in the last 12 months","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","20.6",""
"Never or not in the last 12 months","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","20.5",""
"Never or not in the last 12 months","Norway","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","14.9",""
"Never or not in the last 12 months","Norway","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","33.2",""
"Never or not in the last 12 months","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 15 to 24 years","79.1",""
"Never or not in the last 12 months","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 25 to 34 years","69.0",""
"Never or not in the last 12 months","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 35 to 44 years","72.6",""
"Never or not in the last 12 months","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","From 45 to 64 years","75.6",""
"Never or not in the last 12 months","Turkey","Percentage","2014","All ISCED 2011 levels ","Males","65 years or over","91.2",""
"Never or not in the last 12 months","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 15 to 24 years","94.2",""
"Never or not in the last 12 months","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 25 to 34 years","90.0",""
"Never or not in the last 12 months","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 35 to 44 years","93.3",""
"Never or not in the last 12 months","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","From 45 to 64 years","96.1",""
"Never or not in the last 12 months","Turkey","Percentage","2014","All ISCED 2011 levels ","Females","65 years or over","99.0",""
